Linux 5.15.0-kafka-broker (broker-1) 	06/08/2026 	_x86_64_	(8 CPU)

       00:00:00  CPU     %user     %nice   %system   %iowait    %steal     %idle
       23:10:00       sda     40.00    800.00   2000.00      1.46      8.15
       23:10:00       sdb     16.00    320.00    800.00      1.46      3.26
       23:20:00       sda     40.00    800.00   2000.00      2.25     10.29
       23:20:00       sdb     16.00    320.00    800.00      2.25      4.12
       23:30:00       sda     40.00    800.00   2000.00      2.37     11.17
       23:30:00       sdb     16.00    320.00    800.00      2.37      4.47
       23:40:00       sda     40.00    800.00   2000.00      2.07     11.49
       23:40:00       sdb     16.00    320.00    800.00      2.07      4.60
       23:50:00       sda     40.00    800.00   2000.00      2.41      7.61
       23:50:00       sdb     16.00    320.00    800.00      2.41      3.04

       00:00:00     IFACE   rxpck/s   txpck/s    rxkB/s    txkB/s   %ifutil
       00:00:00      eth0   14035.5   13603.6   16842.6   17684.7      5.52
       00:10:00      eth0   16063.3   14217.1   19276.0   18482.2      5.62
       00:20:00      eth0   13772.6   13484.7   16527.1   17530.1      4.76
       00:30:00      eth0   16172.2   14229.0   19406.6   18497.7      6.36
       00:40:00      eth0   14177.4   14112.8   17012.9   18346.6      6.83
       00:50:00      eth0   14291.1   13517.7   17149.3   17573.0      6.11
       01:00:00      eth0   12643.1   13539.2   15171.7   17601.0      6.19
       01:10:00      eth0   13713.8   13551.2   16456.5   17616.5      3.85
       01:20:00      eth0   14964.4   14118.8   17957.3   18354.4      3.40
       01:30:00      eth0   14168.1   13530.8   17001.7   17590.1      3.97
       01:40:00      eth0   12979.6   13602.2   15575.5   17682.8      6.63
       01:50:00      eth0   14869.8   14140.2   17843.7   18382.2      4.69
       02:00:00      eth0   13703.4   13920.4   16444.1   18096.5      3.70
       02:10:00      eth0   13671.8   14167.2   16406.1   18417.4      3.07
       02:20:00      eth0   15304.7   13740.1   18365.6   17862.1      6.92
       02:30:00      eth0   15812.9   14000.8   18975.5   18201.0      3.09
       02:40:00      eth0   15654.0   14028.5   18784.8   18237.0      5.95
       02:50:00      eth0   15052.0   13782.5   18062.4   17917.2      6.45
       03:00:00      eth0   15811.2   14225.6   18973.4   18493.3      5.91
       03:10:00      eth0   14173.7   13484.5   17008.4   17529.8      4.92
       03:20:00      eth0   14621.0   13693.1   17545.2   17801.0      3.81
       03:30:00      eth0   13807.5   13614.2   16569.0   17698.5      6.22
       03:40:00      eth0   15582.6   14105.5   18699.1   18337.1      5.84
       03:50:00      eth0   14331.0   13942.8   17197.2   18125.7      4.26
       04:00:00      eth0   14629.3   14006.6   17555.2   18208.6      4.24
       04:10:00      eth0   12633.7   13569.9   15160.4   17640.9      5.52
       04:20:00      eth0   13267.7   13827.0   15921.2   17975.1      3.04
       04:30:00      eth0   15114.1   13934.2   18136.9   18114.4      4.57
       04:40:00      eth0   15587.8   13942.7   18705.4   18125.5      4.51
       04:50:00      eth0   15392.5   14016.8   18471.0   18221.9      5.57
       05:00:00      eth0   15325.5   13708.0   18390.6   17820.4      6.42
       05:10:00      eth0   13164.4   14083.9   15797.3   18309.1      6.20
       05:20:00      eth0   15098.0   14107.7   18117.6   18340.0      6.78
       05:30:00      eth0   14428.8   13953.0   17314.6   18138.9      6.37
       05:40:00      eth0   14695.4   14206.5   17634.5   18468.4      5.29
       05:50:00      eth0   15069.5   13769.7   18083.4   17900.6      5.25
       06:00:00      eth0   13987.8   13668.6   16785.4   17769.2      3.51
       06:10:00      eth0   13448.8   14173.3   16138.6   18425.3      6.12
       06:20:00      eth0   14614.7   13542.2   17537.6   17604.9      3.49
       06:30:00      eth0   13250.8   13868.7   15900.9   18029.3      3.82
       06:40:00      eth0   15384.6   14031.4   18461.5   18240.8      6.61
       06:50:00      eth0   14713.5   13645.6   17656.2   17739.3      4.04
       07:00:00      eth0   12995.1   13475.2   15594.1   17517.8      5.73
       07:10:00      eth0   12737.7   13606.9   15285.2   17689.0      3.42
       07:20:00      eth0   16018.0   14107.8   19221.6   18340.2      6.71
       07:30:00      eth0   14052.2   13857.9   16862.6   18015.3      5.40
       07:40:00      eth0   13020.8   13611.6   15625.0   17695.1      5.05
       07:50:00      eth0   14341.8   13922.8   17210.1   18099.6      6.93
       08:00:00      eth0   15728.5   14151.2   18874.2   18396.5      5.78
       08:10:00      eth0   13441.2   13469.7   16129.5   17510.6      5.55
       08:20:00      eth0   13944.4   13871.6   16733.3   18033.1      7.00
       08:30:00      eth0   13766.0   13658.9   16519.2   17756.6      3.20
       08:40:00      eth0   14829.0   14205.5   17794.8   18467.1      6.98
       08:50:00      eth0   13897.7   13584.5   16677.2   17659.9      3.68
       09:00:00      eth0   13505.7   13742.8   16206.8   17865.6      5.62
       09:10:00      eth0   14727.5   13582.0   17673.0   17656.6      4.56
       09:20:00      eth0   14127.3   13791.9   16952.7   17929.5      6.89
       09:30:00      eth0   13170.7   13925.8   15804.8   18103.6      5.50
       09:40:00      eth0   13503.0   13812.0   16203.6   17955.6      5.33
       09:50:00      eth0   15097.2   13549.2   18116.6   17613.9      6.14
       10:00:00      eth0   13506.9   14041.0   16208.3   18253.3      4.00
       10:10:00      eth0   13146.8   13941.0   15776.2   18123.3      5.17
       10:20:00      eth0   13559.5   13623.5   16271.4   17710.6      5.98
       10:30:00      eth0   13467.4   13788.0   16160.9   17924.4      6.24
       10:40:00      eth0   13802.1   13790.5   16562.5   17927.7      3.39
       10:50:00      eth0   13176.9   14058.1   15812.3   18275.5      3.85
       11:00:00      eth0   14810.0   13736.8   17772.0   17857.8      4.47
       11:10:00      eth0   13894.3   14079.2   16673.2   18303.0      4.27
       11:20:00      eth0   13832.1   13765.8   16598.5   17895.6      3.78
       11:30:00      eth0   13882.0   14139.2   16658.4   18380.9      3.09
       11:40:00      eth0   15153.5   13882.2   18184.2   18046.8      3.34
       11:50:00      eth0   13598.0   13960.8   16317.6   18149.0      3.88
       12:00:00      eth0   14357.0   13841.3   17228.4   17993.7      5.88
       12:10:00      eth0   15701.8   14102.9   18842.2   18333.8      6.83
       12:20:00      eth0   15933.8   14031.7   19120.5   18241.2      4.50
       12:30:00      eth0   14379.5   13549.8   17255.4   17614.8      6.10
       12:40:00      eth0   13167.2   13603.5   15800.6   17684.5      3.94
       12:50:00      eth0   14244.1   13701.3   17092.9   17811.7      6.27
       13:00:00      eth0   13400.1   13832.8   16080.1   17982.6      3.20
       13:10:00      eth0   13580.8   13967.4   16296.9   18157.6      3.04
       13:20:00      eth0   14020.6   14350.1   16824.7   18655.1      8.70
       13:30:00      eth0   16905.9   15385.7   20287.1   20001.4     13.05
       13:40:00      eth0   18235.9   17401.7   21883.1   22622.2     17.54
       13:50:00      eth0   19004.6   18366.7   22805.5   23876.7     19.19
       14:00:00      eth0   20867.2   19507.5   25040.6   25359.7     23.42
       14:10:00      eth0   20475.4   21059.0   24570.5   27376.7     29.70
       14:20:00      eth0   22918.5   22084.1   27502.2   28709.3     33.08
       14:30:00      eth0   24822.1   23803.8   29786.5   30945.0     39.23
       14:40:00      eth0   24693.2   24497.3   29631.8   31846.5     44.13
       14:50:00      eth0   25401.8   25067.2   30482.2   32587.3     42.82
       15:00:00      eth0   25080.0   23385.2   30096.0   30400.7     40.26
       15:10:00      eth0   21934.6   21876.6   26321.5   28439.6     33.93
       15:20:00      eth0   21392.1   20784.0   25670.5   27019.2     28.01
       15:30:00      eth0   18997.8   19713.2   22797.4   25627.1     23.33
       15:40:00      eth0   20421.9   18044.2   24506.3   23457.4     19.10
       15:50:00      eth0   18180.3   17295.5   21816.4   22484.2     14.60
       16:00:00      eth0   14816.0   15806.1   17779.2   20547.9      9.79
       16:10:00      eth0   15102.7   14396.2   18123.2   18715.0      8.44
       16:20:00      eth0   13555.8   13861.4   16267.0   18019.8      5.27
       16:30:00      eth0   13960.9   13823.0   16753.1   17969.9      5.50
       16:40:00      eth0   13980.8   13776.2   16777.0   17909.0      5.26
       16:50:00      eth0   15644.1   14019.7   18772.9   18225.6      5.93
       17:00:00      eth0   13942.2   13848.2   16730.6   18002.6      3.21
       17:10:00      eth0   16007.0   14162.5   19208.4   18411.3      5.66
       17:20:00      eth0   14789.8   13537.4   17747.7   17598.6      3.50
       17:30:00      eth0   15529.9   14150.1   18635.9   18395.1      4.59
       17:40:00      eth0   16059.8   14179.9   19271.8   18433.9      4.89
       17:50:00      eth0   13245.4   13825.0   15894.5   17972.5      6.52
       18:00:00      eth0   13860.7   14019.8   16632.8   18225.8      6.60
       18:10:00      eth0   13461.2   13633.2   16153.5   17723.2      5.84
       18:20:00      eth0   14829.8   14141.8   17795.7   18384.4      3.92
       18:30:00      eth0   14287.3   13800.2   17144.8   17940.3      5.12
       18:40:00      eth0   13679.3   14042.8   16415.2   18255.7      4.12
       18:50:00      eth0   15438.3   13757.5   18525.9   17884.7      5.00
       19:00:00      eth0   15290.9   13850.5   18349.1   18005.6      5.74
       19:10:00      eth0   15019.2   13800.3   18023.0   17940.4      6.15
       19:20:00      eth0   14974.2   13920.6   17969.1   18096.8      5.29
       19:30:00      eth0   14946.1   13663.8   17935.3   17762.9      3.29
       19:40:00      eth0   13344.9   13494.1   16013.9   17542.3      5.48
       19:50:00      eth0   14541.8   13584.5   17450.2   17659.8      6.32
       20:00:00      eth0   15025.0   13838.1   18030.0   17989.5      6.94
       20:10:00      eth0   13563.0   13763.8   16275.6   17892.9      4.70
       20:20:00      eth0   13513.9   13886.1   16216.7   18051.9      4.85
       20:30:00      eth0   13033.1   13961.4   15639.7   18149.8      4.37
       20:40:00      eth0   14994.3   13754.7   17993.2   17881.1      3.86
       20:50:00      eth0   13941.4   13698.8   16729.7   17808.5      6.97
       21:00:00      eth0   12645.2   13672.7   15174.3   17774.5      3.73
       21:10:00      eth0   14164.7   14182.0   16997.6   18436.6      6.06
       21:20:00      eth0   14915.8   13711.7   17899.0   17825.2      5.08
       21:30:00      eth0   13875.9   13701.8   16651.1   17812.3      5.18
       21:40:00      eth0   14706.6   13677.2   17647.9   17780.3      4.62
       21:50:00      eth0   14254.4   13480.4   17105.3   17524.5      5.26
       22:00:00      eth0   15760.0   13974.3   18912.0   18166.6      6.47
       22:10:00      eth0   14105.4   13714.0   16926.5   17828.2      4.12
       22:20:00      eth0   13893.8   13724.5   16672.5   17841.8      3.60
       22:30:00      eth0   13624.0   13509.9   16348.8   17562.9      3.22
       22:40:00      eth0   14761.6   14147.5   17713.9   18391.8      4.05
       22:50:00      eth0   15434.7   14186.5   18521.6   18442.4      5.51
       23:00:00      eth0   13157.2   14161.2   15788.6   18409.6      3.54
       23:10:00      eth0   13588.3   13984.8   16306.0   18180.2      3.00
       23:20:00      eth0   15294.8   13892.9   18353.7   18060.8      6.88
       23:30:00      eth0   15615.5   14203.0   18738.6   18463.9      3.64
       23:40:00      eth0   13300.7   13643.8   15960.8   17737.0      4.30
       23:50:00      eth0   13801.3   13548.3   16561.6   17612.8      6.09

